id,cost,status
1347,64951905.28,2
1348,21650635.09,2
1349,64951905.28,2
1350,64951905.28,2
1351,32475952.64,2
1352,16237976.32,0
1353,16237976.32,0
1354,16237976.32,2
1355,16237976.32,0
1356,11361713.71,0
1357,10608672.76,0
1358,16237976.32,0
1359,1669861.444,0
1360,12949.67969,0
1368,4009791.898,0
1369,64951905.28,2
1370,21650635.09,2
1371,64951905.28,2
1372,64951905.28,2
1373,32475952.64,2
1374,16237976.32,2
1375,21650635.09,0
1376,16237976.32,2
1377,21650635.09,2
1378,8079293.129,0
1379,5560660.494,0
1380,16237976.32,0
1381,4762313.394,0
1390,7148965.527,2
1391,32475952.64,2
1392,16237976.32,2
1393,32475952.64,2
1394,21650635.09,2
1395,21650635.09,2
1396,16237976.32,0
1397,21650635.09,0
1398,16237976.32,2
1399,21650635.09,2
1400,8469456.455,0
1401,12133063.84,0
1402,14436718.82,0
1403,691106.5705,0
1413,21650635.09,2
1414,21650635.09,2
1415,21650635.09,2
1416,21650635.09,2
1417,16237976.32,2
1418,16237976.32,2
1419,16237976.32,0
1420,16237976.32,0
1421,16237976.32,2
1422,3571533.146,0
1423,8114041.961,0
1424,3534428.91,0
1425,9135196.78,0
1434,6812857.871,0
1435,32475952.64,2
1436,32475952.64,2
1437,32475952.64,2
1438,32475952.64,2
1439,32475952.64,2
1440,32475952.64,0
1441,32475952.64,0
1442,32475952.64,0
1443,30858649.48,0
1444,5882699.635,0
1445,4776312.813,0
1446,5060969.13,0
1447,16375637.04,0
1457,12452728.1,2
1458,21650635.09,2
1459,21650635.09,2
1460,21650635.09,2
1461,21650635.09,2
1462,32475952.64,0
1463,16237976.32,0
1464,16237976.32,0
1465,16237976.32,0
1466,2869833.639,0
1467,8712330.357,0
1468,4940534.652,0
1469,16207301.18,0
1479,21650635.09,2
1480,16237976.32,2
1481,32475952.64,2
1482,21650635.09,2
1483,32475952.64,2
1484,21650635.09,0
1485,21650635.09,0
1486,16237976.32,0
1487,6728503.348,0
1488,2298852.963,0
1489,15539822.45,0
1490,1713093.036,0
1491,2912902.026,0
1501,4759747.143,0
1502,16065082.61,2
1503,64951905.28,2
1504,64951905.28,2
1505,64951905.28,2
1506,64951905.28,0
1507,21650635.1,0
1508,11808070.68,0
1509,15941669.24,0
1510,6314794.716,0
1512,11213709.27,0
1513,24589491.95,0
1523,10521251.14,2
1524,21650635.09,2
1525,64951905.28,2
1526,64951905.28,2
1527,64951905.28,2
1528,21650635.09,2
1529,8970241.287,0
1530,15411735.06,0
1531,3769841.743,0
1533,4022195.357,0
1534,15446473.27,0
1535,505049.9084,0
1545,377519.7594,0
1546,6682048.688,2
1547,64951905.28,2
1548,64951905.28,2
1549,64951905.28,2
1550,64951905.28,2
1551,21650635.09,0
1552,6042076.745,0
1553,26760209.91,0
1554,5792013.124,0
1556,15310178.64,0
1557,28896318.62,0
1567,1078796.378,0
1568,32475952.64,2
1569,64951905.28,2
1570,64951905.28,2
1571,64951905.28,2
1572,21650635.09,2
1573,16237976.32,0
1574,11506377.29,0
1575,1208905.062,0
1577,2411055.969,0
1578,3323579.458,0
1579,1234858.96,0
1590,11460458.83,2
1591,64951905.28,2
1592,64951905.28,2
1593,64951905.28,2
1594,64951905.28,2
1595,32475952.64,0
1596,21349559.12,0
1597,9769467.434,0
1598,9175677.585,0
1600,10659659.32,0
1601,23393163.49,2
1611,16202.54248,0
1612,16237976.32,2
1613,32475952.64,2
1614,64951905.28,2
1615,64951905.28,2
1616,21650635.09,2
1617,12091378.62,0
1618,245230.5054,0
1619,1376823.575,0
1623,519898.9636,0
1634,9573777.221,0
1635,32475952.64,2
1636,32475952.64,2
1637,64951905.28,2
1638,64951905.28,2
1639,21650635.09,0
1640,3271481.897,0
1641,15770288.61,0
1656,8766161.85,2
1657,27131070.01,2
1658,21650635.1,2
1659,32475952.64,2
1660,21650635.09,2
1661,7838805.119,0
1662,2039040.991,0
1663,10895132.39,0
1678,4915477.812,0
1679,6151822.895,0
1680,11040972.35,2
1681,29459198.37,2
1682,64951905.28,2
1683,21650635.09,0
1684,3950779.6,0
1685,12133964.36,0
1700,3791858.354,0
1701,3498362.84,0
1702,10819670.55,2
1703,12601224.53,2
1704,16237976.32,2
1705,7655774.38,0
1706,4512906.41,0
1707,3451462.853,0
1725,159557.6252,0
1726,21650635.09,2
1727,8342486.792,0
1729,3230522.673,0
1747,14872972.94,0
1748,26582675.48,2
1770,4391042.383,0
1771,3872644.341,0
1792,115997.2674,0
